id,type,address,number,postal_code,municipality,province,location,public,available,hours,coord_x,coord_y,Latitude AED,Longitude AED
5225.0,,Rue Haute ,5.0,5140,Ligny,Namur,"rez de ch,couloir entrée principal",,,,50.514375,4.6029,50.514375,4.6029
5226.0,,Rue de l Ecluse ,10.0,6000,Charleroi,Hainaut,local infirmerie 4° étage,,,,50.4114,4.4445,50.4114,4.4445
5227.0,,Rue du Berceau ,24.0,1495,Marbais,Brabant Wallon,accueil,,,,50.5649,4.53356,50.5649,4.53356
5228.0,,Duinenwater,43.0,8300,Knokke,West-Vlaanderen,op glvl naast de balie,,,,51.33873333333333,3.285266666666667,51.3386764,3.2821956
5229.0,,Terlindehofstraat ,150.0,2170,Merksem,Antwerpen,EHBO lokaal,,,,51.2462,4.449,51.2462,4.449
5230.0,,Hundelgemsesteenweg,618.0,9820,Merelbeke,Oost-Vlaanderen,parking/binnenkoer,,,,50.96745000000001,3.737216666666667,50.9258314,3.7318622
5231.0,,Leuvensesteenweg ,129.0,2800,Mechelen,Antwerpen, glvl,,,,51.046400000000006,4.468,51.0011604,4.5237948
5232.0,,Jozef Verbertstraat,61.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.00099,4.4854905
5233.0,,Klein Begijnhof,16.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.0465103,4.468
5234.0,,Schijfstraat,215.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.046400000000006,4.468
5235.0,,Karmelietenstraat ,13.0,2800,Mechelen,Antwerpen, glvl,,,,51.046400000000006,4.468,51.046400000000006,4.3355671
5236.0,,Battelsesteenweg ,50.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.039011,4.4485815
5237.0,,Frans Broerstraat,1.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.046400000000006,4.468
5238.0,,Hendrik Speeqvest ,,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.046400000000006,4.468
5239.0,,Lange Schipstraat,27.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.0248434,4.4801372
5240.0,,Schaalstraat ,46.0,2800,Mechelen,Antwerpen,glvl,,,,51.046400000000006,4.468,51.0261614,4.4799809
5241.0,,Rue du Moulin ,4.0,6870,Mirwart,Luxembourg,accueil hall CDN,,,,50.03348333333333,5.334133333333334,50.03348333333333,5.334133333333334
5242.0,,Gemeenteplein,1.0,3040,Huldenberg,Vlaams-Brabant,op buitenmuur vh gemeentehuis,,,,50.79072,4.61276,50.79072,4.61276
5244.0,,St. Jansbergsteenweg ,39.0,3040,Huldenberg,Vlaams-Brabant,buitenmuur gemeentezaal,,,,50.79072,4.61276,50.8080942,4.6081691
5245.0,,Donkerstraat ,1.0,3040,Neerijse,Vlaams-Brabant,op buitenmuur vd gemeentezaal,,,,50.79072,4.61276,50.79072,4.61276
5246.0,,Leuvesebaan ,313.0,3040,Sint-Agatha-Rode,Vlaams-Brabant,op buitenmuur vd gemeentezaal,,,,50.79072,4.61276,50.79072,4.61276
5247.0,,Pastorijstraat ,3.0,3040,Ottenburg,Vlaams-Brabant,op buitenmuur vd gemeentezaal,,,,50.79072,4.61276,50.79072,4.670702
5248.0,,Rue des Weines,65.0,4800,Verviers,Liège,ateliers 1 er étage,,,,50.58286,5.85184,50.5830072,5.839136
5249.0,,Rue Des Arbalestriers ,,7070,Le,Hainaut,cafetaria,,,,50.4941,4.09362,50.4582179,3.9588644
5250.0,,Chaussée de Waterloo ,220.0,1640,Rhode-Saint-Genèse,Vlaams-Brabant,hall accueil,,,,50.7464,4.3575,50.7909954,4.3745434
5251.0,,Avenue du Parc D Amée,7.0,5100,JambesNamur),Namur,bureau service technique,,,,50.42752,4.900180000000001,50.4360941,4.8651287
5252.0,,Avenue du Parc d Amée,1.0,5100,JambesNamur),Namur,1er étage,,,,50.42752,4.900180000000001,50.4360941,4.8651287
5253.0,,Avenue du Parc D Amée,1.0,5100,JambesNamur),Namur,salle ca-cap,,,,50.42752,4.900180000000001,50.4360941,4.8651287
5254.0,,Rue Duhainaut,72.0,5100,JambesNamur),Namur,1er étage,,,,50.42752,4.900180000000001,50.4418846,4.865154
5255.0,,Place Gutenberg ,15.0,4102,Ougrée,Liège,local des toilettes,,,,50.6015,5.5444,50.6015,5.5444
5256.0,,Rue du Chene ,18.0,6900,Waha,Luxembourg,local gymnastique,,,,50.201428571428565,5.3209857142857135,50.201428571428565,5.3209857142857135
5257.0,,Rue de Fierlant ,17.0,1190,Bruxelles,Bruxelles-Brussel,"rez de ch,niveau poste accueil",,,,50.8168,4.3278,50.8264104,4.3314097
5258.0,,Rue du Curé,9.0,1190,Bruxelles,Bruxelles-Brussel,"rez de ch, niveau poste accueil",,,,50.8168,4.3278,50.8168,4.3278
5259.0,,Rue des Cinq Visages,6.0,7000,Mons,Hainaut,"1er étage,vestiaire",,,,50.4541,3.9523,50.4541,3.9523
5260.0,,Rue des Canonniers ,3.0,7000,Mons,Hainaut,salle de gym,,,,50.4541,3.9523,50.4541,3.9523
5261.0,,Rue Achille Legrand,12.0,7000,Mons,Hainaut,salle de gym,,,,50.4541,3.9523,50.4496732,3.9458946
5262.0,,Rue du Rossignol,12.0,7000,Mons,Hainaut,salle de gym,,,,50.4541,3.9523,50.4541,3.9523
5263.0,,Rue Ferrer ,1.0,7033,Mons,Hainaut,salle de gym,,,,50.4362,3.9232,50.6062673,3.9232
5264.0,,Rue des Amandiers ,1.0,7033,Mons,Hainaut,salle de gym,,,,50.4362,3.9232,50.4362,3.9232
5265.0,,Rue Sentier du Vicaire,,7011,Mons,Hainaut,salle de gym,,,,50.4731,3.9029,50.4731,3.9029
5266.0,,Rue Victor Baudour ,42.0,7021,Mons,Hainaut,salle de gym,,,,50.464,4.0467,50.282167,4.1852931
5267.0,,Rue Cité des Espinois,1.0,7020,Mons,Hainaut,salle de gym,,,,50.48245,3.9604,50.48245,3.9604
5268.0,,Rue Louis Pierard ,1.0,7022,Hyon,Hainaut,rdc - salle de gym,,,,50.41472,3.97844,50.41472,3.97844
5269.0,,Rue Hubinne ,,5360,Hamois,Namur,vestiaire,,,,50.34155,5.1071,50.34155,5.1071
5270.0,,Rodestraat ,125.0,1630,Linkebeek,Vlaams-Brabant,onthaal Hoofdgebouw,,,,50.7678,4.3369,50.7678,4.3369
5271.0,,Hoogstraat ,20.0,1930,Zaventem,Vlaams-Brabant,inkomhal rechts aan toiletten,,,,50.88275,4.490600000000001,50.88275,4.490600000000001
5272.0,,Rue des Fonds Gaillards,4.0,7100,La,Hainaut,1° étage accueil,,,,50.46228,4.17466,50.46228,4.17466
5273.0,,Chemin de l Inquiétude ,3.0,7000,Mons,Hainaut,2 ° étage accueil,,,,50.4541,3.9523,50.451286,3.9353872
5274.0,,Square des Martyrs du 18 août,,6000,Charleroi,Hainaut,"vestiaire,1° étage",,,,50.4114,4.4445,50.4114,4.4445
5275.0,,Square des Martyrs du 18 Août,,6000,Charleroi,Hainaut,"ancien Block 20,rez",,,,50.4114,4.4445,50.4114,4.4445
5276.0,,Leuvensesteenweg ,194.0,1932,Sint-Stevens-Woluwe,Vlaams-Brabant,ingang,,,,50.8684,4.452,51.0011604,4.5237948
5277.0,,Eversestraat ,,1932,Sint-Stevens-Woluwe,Vlaams-Brabant,Kuurzaal,,,,50.8684,4.452,50.8684,4.452
5278.0,,Fr. Smoldersstraat,,1932,Sint-Stevens-Woluwe,Vlaams-Brabant,clubhouse,,,,50.8684,4.452,50.8684,4.452
5279.0,,Tiende Schuurveld ,,1932,Sint-Stevens-Woluwe,Vlaams-Brabant,clubhouse,,,,50.8684,4.452,50.8684,4.452
5280.0,,Steenokkerzeelstraat,60.0,1930,Zaventem,Vlaams-Brabant,ingang naar links,,,,50.88275,4.490600000000001,50.885268,4.4775523
5281.0,,Quinkenstraat,,1930,Zaventem,Vlaams-Brabant,gang - kleedkamer,,,,50.88275,4.490600000000001,50.8871113,4.47824
5282.0,,Quinkenstraat,,1930,Zaventem,Vlaams-Brabant,gang - kleedkamer,,,,50.88275,4.490600000000001,50.8871113,4.47824
5283.0,,Tramlaan,,1933,Sterrebeek,Vlaams-Brabant,gang - kleedkamer,,,,50.8617,4.4938,50.8631555,4.5148635
5284.0,,Zeenstraat ,,1933,Sterrebeek,Vlaams-Brabant,gang - kleedkamer,,,,50.8617,4.4938,50.8617,4.4938
5285.0,,Zeenstraat,,1933,Sterrebeek,Vlaams-Brabant,gang - kleedkamer,,,,50.8617,4.4938,50.8617,4.4938
5286.0,,Mechelsesteenweg,,1930,Nossegem,Vlaams-Brabant,gang - kleedkamer,,,,50.88275,4.490600000000001,50.88275,4.4129001
5287.0,,Woluwelaan ,151.0,1831,Diegem,Vlaams-Brabant,"gang glvl operations DGO,nst EHBO",,,,50.8973,4.4335,50.8973,4.4335
5288.0,,Arthur Dezangrélaan ,17.0,1950,Kraainem,Vlaams-Brabant,rechtover receptie - glvl,,,,50.8616,4.4695,50.8618259,4.4665888
5289.0,,Hebronlaan ,17.0,1950,Kraainem,Vlaams-Brabant,"in inkom v turnzaal, glvl",,,,50.8616,4.4695,50.8558772,4.4657613
5290.0,,E. Bricartlaan,61.0,1950,Kraainem,Vlaams-Brabant,hall kleuterklassen en turnzaal,,,,50.8616,4.4695,50.8616,4.4695
5291.0,,Denoyerstraat ,74.0,1950,Kraainem,Vlaams-Brabant,ingang gemeentelijk depot,,,,50.8616,4.4695,50.8616,4.4695
5292.0,,Bosstraat ,85.0,1950,Kraainem,Vlaams-Brabant,in de hallingang voetbal,,,,50.8616,4.4695,51.0908258,4.3928707
5293.0,,Boulevard du Régent,37.0,1000,Bruxelles,Bruxelles-Brussel,2ème étage,,,,50.8504,4.3488,50.8448007,4.3678086
5294.0,,Rue des Champs ,71.0,1040,Bruxelles,Bruxelles-Brussel,1er étage côté caisse piscine ha,,,,50.8327,4.3884,50.8327,4.3884
5295.0,,Roosveld ,11.0,3400,Landen,Vlaams-Brabant,"magazijn, kantoor CM",,,,50.7700875,5.039225,50.7504079,5.065645
5296.0,,Heksenbergstraat,,3500,Hasselt,Limburg,kantine voetbalclub KHO Heide vzw,,,,50.915099999999995,5.32285,50.9494865,5.3616613
5297.0,,Route de la Bruyère,3.0,5310,LongchampsLux.,Namur,sas salle de controle,,,,50.5876125,4.89910625,50.5876125,4.89910625
5298.0,,Rue de Meuse,9.0,4520,Wanze,Liège,couloir du laboratoire de l usine,,,,50.54886666666667,5.203233333333333,50.5263155,5.1988746
5299.0,,Brusselsesteenweg ,69.0,1861,Meise,Vlaams-Brabant,buitengevel,,,,50.9517,4.3096,50.9204286,4.2823858
5300.0,,Noulaertsplein ,2.0,2650,Edegem,Antwerpen,"glvl, praktijkruimte",,,,51.1566,4.445,51.15866635,4.432329821841034
5301.0,,Rue Saint-Laurent ,16.0,1000,Brussel,Bruxelles-Brussel,"1° verdieping,rechts vestiair",,,,50.8504,4.3488,50.8504,4.3488
5302.0,,Oude-Heidestraat,94.0,3511,Kuringen,Limburg,1ste verdieping,,,,50.95535,5.2902000000000005,50.95535,5.2902000000000005
5303.0,,Centrum-Zuid ,2031.0,3530,Houthalen,Limburg,"inkomhal,receptie",,,,51.0408,5.378399999999999,51.0408,5.378399999999999
5304.0,,Damse Vaart Oost,1.0,8340,Damme,West-Vlaanderen,"keuken,bij deur nr eetzaal",,,,51.25873333333334,3.3214333333333332,51.2914838,3.3378942
5305.0,,Kerkstraat ,1.0,1755,Oetingen,Vlaams-Brabant,buitengevel lagere school  de oester ,,,,50.777375000000006,4.104325,50.777375000000006,4.104325
5306.0,,Koningsstraat,47.0,1000,Brussel,Bruxelles-Brussel,"4° verd,rechts v receptie",,,,50.8504,4.3488,50.8538559,4.3659696
5307.0,,Rue fossé aux loups ,32.0,1000,Brussel,Bruxelles-Brussel, glvl aan trappenhal,,,,50.8504,4.3488,50.8504,4.3488
5308.0,,Leonardo Da Vincilaan ,19.0,1930,Zaventem,Vlaams-Brabant,"glvl, centrale hal",,,,50.88275,4.490600000000001,50.88275,4.490600000000001
5309.0,,Leonardo Da Vincilaan ,19.0,1930,Zaventem,Vlaams-Brabant,"glvl, centrale hal",,,,50.88275,4.490600000000001,50.88275,4.490600000000001
5310.0,,Leonardo Da Vincilaan ),19.0,1930,Zaventem,Vlaams-Brabant,"glvl, centrale hal",,,,50.88275,4.490600000000001,50.88275,4.490600000000001
5311.0,,Auguste Reyerslaan,80.0,1030,Bruxelles,Bruxelles-Brussel,"centr inkomhal,links v TV-di",,,,50.8694,4.3774,50.8457525,4.40404
5312.0,,A. Demaeghtlaan ,30.0,1500,Halle,Vlaams-Brabant,eetzaal rusthuis,,,,50.7338,4.2345,50.736742,4.2316166
5314.0,,Starrenhoflaan,35.0,2950,Kapellen,Antwerpen,inkomhal kantoorgebouw,,,,51.3138,4.4354,51.3274014,4.4098518
5315.0,,Adegem-Dorp ,16.0,9991,Maldegem,Oost-Vlaanderen,buitengevel,,,,51.2051,3.4954,51.2022902,3.486549
5316.0,,Avenue Herman Debroux ,46.0,1160,Bruxelles,Bruxelles-Brussel,couloir toilettes,,,,50.8167,4.4333,50.8167,4.4333
5317.0,,Route de Bambois,2.0,5070,Fosses-la-Ville,Namur,"rez,accès restreint au personne",,,,50.39326666666667,4.6628,50.3903491,4.7000209
5318.0,,Schupstraat,9.0,2018,Antwerpen,Antwerpen,"blok B, 10° verdiepingoffice",,,,51.2199,4.4035,51.3259951,4.4035
5319.0,,Waregemsesteenweg ,22.0,9770,Kruishoutem,Oost-Vlaanderen,inkom,,,,50.9017,3.5259,50.9017,3.5259
5320.0,,Woestijnestraat,13.0,9770,Kruishoutem,Oost-Vlaanderen,inkom,,,,50.9017,3.5259,50.9017,3.5259
5321.0,,Steenakkerstraat,31.0,3950,Bocholt,Limburg,hoofdingang,,,,51.17170000000001,5.5553333333333335,50.9275356,5.4486263
5323.0,,Nevenplein ,1.0,3950,Bocholt,Limburg,hoofdingang,,,,51.17170000000001,5.5553333333333335,51.1899612,5.5180313
5324.0,,Klipperstraat ,15.0,2030,Antwerpen,Antwerpen,5° verd - hangt achter de balie,,,,51.2199,4.4035,51.2199,4.4035
5325.0,,Quai des Péniche,70.0,1000,Bruxelles,Bruxelles-Brussel, 3° étage entre piscine,,,,50.8504,4.3488,50.8504,4.3488
5326.0,,Rue Aimable Vigneron Collin ,21.0,5020,Flawinne,Namur,salle de stérilisat,,,,50.48298571428571,4.829700000000001,50.48298571428571,4.829700000000001
5327.0,,Waterloosesteenweg ,133.0,1180,Brussel,Bruxelles-Brussel,galerie Fort Jaco op -1,,,,50.8022,4.3394,50.8022,4.3394
5328.0,,Sterckxstraat,7.0,1060,Brussel,Bruxelles-Brussel,op glvl naast de Post,,,,50.8276,4.3439,50.9165183,4.5134577
5329.0,,Hundelgemsesteenweg ,746.0,9820,Merelbeke,Oost-Vlaanderen,,,,,50.96745000000001,3.737216666666667,50.9258314,3.7318622
5330.0,,Avenue Dewandre,49.0,4650,Herve,Liège,hall accueil,,,,50.641425,5.8026,50.6423052,5.7948573
5331.0,,Rue Malgarny ,161.0,4420,Saint-NicolasLg.),Liège,défibrillateur volant,,,,50.63073333333333,5.529766666666667,50.63073333333333,5.529766666666667
5332.0,,Rue Malgarny ,161.0,4420,Saint-NicolasLg.),Liège, défibrillateur volant,,,,50.63073333333333,5.529766666666667,50.63073333333333,5.529766666666667
5333.0,,Avenue de Broqueville ,12.0,1150,Bruxelles,Bruxelles-Brussel,local reunion,,,,50.8551,4.3707,50.8551,4.3707
5335.0,,Chaussée de Wavre ,341.0,1390,Grez-Doiceau,Brabant Wallon,défibrillateur volant,,,,50.75134,4.69032,50.8242694,4.69032
5336.0,,Chaussée de Wavre ,341.0,1390,Grez-Doiceau,Brabant Wallon,défibrillateur volant,,,,50.75134,4.69032,50.8242694,4.69032
5337.0,,Chaussée de Wavre ,341.0,1390,Grez-Doiceau,Brabant Wallon,défibrillateur volant,,,,50.75134,4.69032,50.8242694,4.69032
5338.0,,Chaussée de Wavre ,341.0,1390,Grez-Doiceau,Brabant Wallon,cafetaria,,,,50.75134,4.69032,50.8242694,4.69032
5339.0,Appareil fixe-Vast apparaat,Avenue de la Libération,39.0,6791,Aubange,Luxembourg,Hall d accueil.,Oui-Ja,Oui-Ja,,49.5648,5.8374,49.5648,5.8374
5340.0,,Rue du Château,49.0,1420,Braine-l Alleud,Brabant Wallon,hall accueil,,,,50.6836,4.3678,50.8313365,4.3789024
5341.0,,Rue du Château,49.0,1420,Braine-l Alleud,Brabant Wallon,hall accueil,,,,50.6836,4.3678,50.8313365,4.3789024
5342.0,,Rue Ernest Laurent ,215.0,1420,Braine-l Alleud,Brabant Wallon,salle de sport étage,,,,50.6836,4.3678,50.6795047,4.3804888
5343.0,,Rue Ernest Laurent ,215.0,1420,Braine-l Alleud,Brabant Wallon,hall accueil,,,,50.6836,4.3678,50.6795047,4.3804888
5344.0,,Allée des Aubépines,2.0,1400,Nivelles,Brabant Wallon,hall accueil,,,,50.59825,4.308949999999999,50.3728776,4.4780202
5345.0,,Champs Delmée ,3.0,7600,Péruwelz,Hainaut,hall accueil,,,,50.5082,3.5937,50.5082,3.5937
5346.0,,Kortrijksesteenweg ,264.0,8530,Harelbeke,West-Vlaanderen,"1° verdieping,controlezaal",,,,50.8534,3.3094,51.0096473,3.3094
5347.0,,Prins-Bisschopssingel ,67.0,3500,Hasselt,Limburg,,,,,50.915099999999995,5.32285,50.9142119,5.343486
5348.0,,Zeelaan,2.0,8380,Brugge,West-Vlaanderen,aan de hoofdingang,,,,51.299,3.2001666666666666,51.299,3.2001666666666666
5349.0,,Chemin de l Oasis ,2.0,7000,Mons,Hainaut,,,,,50.4541,3.9523,50.462848,3.9754898
5350.0,,Olympiadenlaan,2.0,1140,Brussel,Bruxelles-Brussel,inkomhal,,,,50.8744,4.399,50.8679696,4.4034889
5351.0,,Blancefloerlaan ,181.0,2050,Antwerpen,Antwerpen,inkomhal,,,,51.2199,4.4035,51.220073,4.3755901
5352.0,,Eugeen Coolsstraat,5.0,3460,Bekkevoort,Vlaams-Brabant,Einkomhal,,,,50.9463,4.99185,50.9374382,4.9789019
5353.0,,Kleine Nieuwedijkstraat,53.0,2800,Mechelen,Antwerpen,inkomhal,,,,51.046400000000006,4.468,51.0351452,4.4869553
5354.0,,Kleine Nieuwedijkstraat,53.0,2800,Mechelen,Antwerpen,inkomhal,,,,51.046400000000006,4.468,51.0351452,4.4869553
5355.0,,Rue Godefroid de Bouillon,2.0,1470,Baisy-thy,Brabant Wallon,hall salle de sport,,,,50.608466666666665,4.4785,50.608466666666665,4.4785
5356.0,,Rue en Bois ,270.0,4040,Herstal,Liège,centrale gang achter receptie,,,,50.6642,5.6235,50.6464544,5.5515835
5357.0,,Markt ,1.0,8000,Brugge,West-Vlaanderen,"glvl, Staff Room, kluisje 112",,,,51.2241,3.23585,51.2241,3.23585
5358.0,,Rue d Oignies,3.0,6250,Aiseau,Hainaut,"rez,salle principale,placé au mur",,,,50.41018,4.573040000000001,50.41018,4.5402261
5359.0,,Rue de la Madeleine ,31.0,6111,Landelies,Hainaut,"rez, pied à terre,buvette",,,,50.38,4.3508,50.38,4.3508
5360.0,,Place du Théâtre ,5.0,5000,Namur,Namur,accueil - sas entrée gauche,,,,50.46775,4.8896,50.63737515,4.8896
5361.0,,Rue du Plateau d Hastedon,3.0,5000,Namur,Namur, accueil,,,,50.46775,4.8896,50.480504,4.8415636
5362.0,,Place Albert Ier ,1.0,7170,Manage,Hainaut,"rez, entrée de gauche",,,,50.48964,4.23928,50.48964,4.23928
5363.0,,Place Albert Ier ,1.0,7170,Manage,Hainaut,"1° étage,bureau du Cons en Prév",,,,50.48964,4.23928,50.48964,4.23928
5364.0,,Rue Lambert-le-Bègue,44.0,4000,Liège,Liège,inkomhal,,,,50.6524,5.552499999999999,50.6524,5.552499999999999
5365.0,,Vogelstang,7.0,3790,Fouron-Saint-Martin,Limburg,inkomhal,,,,50.75196666666667,5.769933333333333,50.75196666666667,5.769933333333333
5366.0,,Rue du Moulin ,10.0,4180,Hamoir,Liège,inkomhal,,,,50.4421,5.5489999999999995,50.4421,5.5489999999999995
5367.0,,Holenweg ,2.0,3910,Neerpelt,Limburg,"glvl,sportclubhuis,kleedkamers",,,,51.2254,5.4685500000000005,51.2254,5.4685500000000005
5368.0,,Jan Van Rijswijcklaan,184.0,2020,Antwerpen,Antwerpen,mobiel toestel Events,,,,51.2199,4.4035,51.1871938,4.3929772
5369.0,,Jan Van Rijswijcklaan ,184.0,2020,Antwerpen,Antwerpen,mobiel toestel Events,,,,51.2199,4.4035,51.1871938,4.3929772
5370.0,,Jan Van Rijswijcklaan ,162.0,2020,Antwerpen,Antwerpen,"glvl,keuken acht onthaal",,,,51.2199,4.4035,51.1871938,4.3929772
5371.0,,Jan Van Rijswijcklaan 1,184.0,2020,Antwerpen,Antwerpen,"1° verd,kantoor landscha",,,,51.2199,4.4035,51.1977608,4.4099503
5373.0,,Coupure Rechts ,102.0,9000,Gent,Oost-Vlaanderen,zone refter personeel,,,,51.05,3.7167,51.0535731,3.7098797
5374.0,,Thonissenlaan,11.0,3500,Hasselt,Limburg,zone refter personeel glvl,,,,50.915099999999995,5.32285,50.9310788,5.3332098
5376.0,,Kwadestraat,151.0,8800,Roeselare,West-Vlaanderen,kantoor kitchenette +5,,,,50.942375,3.14765,50.942375,3.14765
5377.0,,Rue Mionvaux,33.0,6900,Marche-en-Famenne,Luxembourg,"rez,local à côté de la piscine",,,,50.201428571428565,5.3209857142857135,50.201428571428565,5.3209857142857135
5378.0,,Rue de la Bonne Dame ,4.0,6681,Lavacherie,Luxembourg,"ecole communale,1er hall",,,,50.0528,5.5109,50.0528,5.5109
5380.0,,Avenue du monument ,8.0,6900,Marche-en-Famenne,Luxembourg,,,,,50.201428571428565,5.3209857142857135,50.201428571428565,5.3209857142857135
5381.0,,Rue du Termezart ,16.0,6740,Etalle,Luxembourg,salle de gymnastique,,,,49.681033333333325,5.574666666666666,49.6684543,5.6076147
5382.0,,Rue des Alliés,2.0,6800,Libramont-Chevigny,Luxembourg,entrée du batiment,,,,49.9495625,5.4291625,49.9495625,5.4291625
5386.0,,Rue de la Moselle ,7.0,6700,Arlon,Luxembourg,"rez,entrée ""Salle de Réunion",,,,49.686575000000005,5.7898499999999995,49.686575000000005,5.7898499999999995
5387.0,,Rue des Champs,,1040,Bruxelles,Bruxelles-Brussel,"rez,près de l ascenseur",,,,50.8327,4.3884,50.8327,4.3884
5388.0,,Sportlaan,4.0,3545,Halen,Limburg,Sportlaan 4B ,,,,50.953300000000006,5.0959,50.953300000000006,5.0959
5389.0,,Kruisstraat ,35.0,3545,Halen,Limburg,inkom sporthal thv Toezichterslokaa,,,,50.953300000000006,5.0959,50.953300000000006,5.0959
5390.0,,Chaussée de Wavre ,259.0,4520,Wanze,Liège,infirmerie bâtim production,,,,50.54886666666667,5.203233333333333,50.8242694,5.203233333333333
5391.0,,Rue de l Yser ,,4430,Ans,Liège,"rez,à côté de la porte vitré",,,,50.6623,5.5203,50.6623,5.5203
5392.0,,Avenue Greiner ,1.0,4100,Seraing,Liège,"rez,à gauche de la petite porte",,,,50.57735,5.5187,50.6162421,5.5113074
5393.0,,Rue Ernest Solvay ,107.0,4000,Liège,Liège,"rez,à droite d l porte d ent",,,,50.6524,5.552499999999999,50.3906411,5.552499999999999
5394.0,,Aardorenstraat,1.0,3300,Tienen,Vlaams-Brabant,nst inkomdeur-medische dienst,,,,50.81495555555556,4.924133333333334,50.81495555555556,4.924133333333334
5395.0,,Aandorenstraat,1.0,3300,Tienen,Vlaams-Brabant," onthaal, glvl, hoofdgebouw",,,,50.81495555555556,4.924133333333334,50.8025987,4.947902
5396.0,,Rue Vecmont ,21.0,6980,La,Luxembourg,Logo LS FRAISentreprise d tranchag,,,,50.17585,5.56205,50.17585,5.56205
5397.0,,Rue de l Aurore,227.0,5100,Namur,Namur,salle musculationentre hal1+2,,,,50.42752,4.900180000000001,50.4374865,4.900180000000001
5398.0,,Grote Markt,1.0,9100,Sint-Niklaas,Oost-Vlaanderen,"voorgevel,links nst hoofdingang",,,,51.17935,4.16075,51.17935,4.352408060161565
5399.0,,Azalealaan ,29.0,9100,Sint-Niklaas,Oost-Vlaanderen,inkomhal niv + 0,,,,51.17935,4.16075,51.1532595,4.16075
5400.0,,Abingdonstraat ,99.0,9100,Sint-Niklaas,Oost-Vlaanderen,inkomhal/wachtruimte thv balie,,,,51.17935,4.16075,51.1572698,4.1426078
5401.0,,Parklaan ,177.0,9100,Sint-Niklaas,Oost-Vlaanderen,"in EHBO-lokaal,1ste verdieping",,,,51.17935,4.16075,51.3123373,4.16075
5402.0,,Kapelstraat ,2.0,1560,Hoeilaart,Vlaams-Brabant,in voetbalcantine,,,,50.7673,4.4683,50.7673,4.4683
5403.0,,Kapeldreef ,,3001,Heverlee,Vlaams-Brabant,"Imec 1,glvl,inkomhal",,,,50.8643,4.696,50.8643,4.7654893
5404.0,,Kapeldreef,,3001,Heverlee,Vlaams-Brabant,,,,,50.8643,4.696,50.8643,4.7654893
5405.0,,Kapeldreef ,,3001,Heverlee,Vlaams-Brabant,"Imec 5- 1ste verd, JAVA corner",,,,50.8643,4.696,50.8643,4.7654893
5406.0,,Achterbos,27.0,2400,Mol,Antwerpen,glvl-sporthal,,,,51.1919,5.1166,51.1919,4.9318915
5407.0,,Gemeenteheistraat ,1.0,2400,Mol,Antwerpen,glvl-sporthal,,,,51.1919,5.1166,51.2215185,5.2059675
5408.0,,Benzineweg,11.0,2020,Antwerpen,Antwerpen,nst inkom refter fabriek,,,,51.2199,4.4035,51.1967576,4.3500219
5409.0,,Heuvelstraat,57.0,3090,Overijse,Vlaams-Brabant,turnzaal 2de verdiep,,,,50.7744,4.5346,50.7744,4.5346
5411.0,,Waversesteenweg,96.0,3090,Overijse,Vlaams-Brabant,sportzaal Lipsius,,,,50.7744,4.5346,50.7744,4.5346
5412.0,,Begijnhof ,11.0,3090,Overijse,Vlaams-Brabant,Begijnhof 11 glvl,,,,50.7744,4.5346,50.7744,4.5346
5413.0,,Hoeilaartsesteenweg ,56.0,3090,Overijse,Vlaams-Brabant,buitenmuur De Rank,,,,50.7744,4.5346,50.7533574,4.5032547
5417.0,,Heurkstraat ,3.0,3090,Overijse,Vlaams-Brabant,sportzaal,,,,50.7744,4.5346,50.7652166,4.5361151
5418.0,,Rue de la Station,19.0,1300,Limal,Brabant Wallon,"rez,couloir principal vers wc",,,,50.706,4.5884,50.706,4.5884
5419.0,,Kielsbroek,29.0,2020,Antwerpen,Antwerpen,"glvl,in bureelruimte v expeditiehal",,,,51.2199,4.4035,51.1990339,4.3758212
5420.0,,Nijverheidstraat ,9.0,8600,Diksmuide,West-Vlaanderen,in centrale hal op glvl,,,,51.04308125,2.84508125,51.325916,2.84508125
5421.0,,Hasseltse Dreef ,105.0,3512,Stevoort,Limburg,gelijkvloers,,,,50.9186,5.2533,50.9174383,5.2503484
5422.0,,rue Guimard ,,1040,Bruxelles,Bruxelles-Brussel,couloir près de l imprimante,,,,50.8327,4.3884,50.8327,4.3884
5423.0,,Rachels,55.0,3650,Lanklaar,Limburg,gebouw poort 2:centraal magazijn,,,,51.0385,5.739416666666667,51.0023676,5.7243837
5424.0,,1ère Avenue ,32.0,4040,Herstal,Liège,bij wachtpost 24/24 bemand,,,,50.6642,5.6235,50.6642,5.6235
5425.0,,Endepoelstraat ,5.0,3210,Linden,Vlaams-Brabant,"Enieuw gebouw,glvl,aan ingang wc s",,,,50.888850000000005,4.8046500000000005,50.888850000000005,4.8046500000000005
